,en,ko,type
1201,battle,전투,noun
1202,beginning,시작,noun
1203,date,데이트,noun
1204,generally,일반적으로,adv
1205,African,아프리카 사람,adj
1206,very,매우,adj
1207,sorry,죄송합니다,adj
1208,crisis,위기,noun
1209,complete,완벽한,verb
1210,fan,팬,noun
1211,stick,막대,verb
1212,define,정의하다,verb
1213,easily,용이하게,adv
1214,through,~을 통해,adv
1215,hole,구멍,noun
1216,element,요소,noun
1217,vision,전망,noun
1218,status,상태,noun
1219,normal,정상,adj
1220,Chinese,중국인,adj
1221,ship,배,noun
1222,solution,해결책,noun
1223,stone,결석,noun
1224,slowly,느리게,adv
1225,scale,규모,noun
1226,bit,조금,adv
1227,university,대학교,noun
1228,introduce,소개하다,verb
1229,driver,운전사,noun
1230,attempt,시도,noun
1231,park,공원,noun
1232,spot,점,noun
1233,lack,부족,noun
1234,ice,빙,noun
1235,boat,보트,noun
1236,drink,마시다,verb
1237,sun,태양,noun
1238,front,앞쪽,adj
1239,distance,거리,noun
1240,wood,목재,noun
1241,handle,핸들,verb
1242,truck,트럭,noun
1243,return,반품,noun
1244,mountain,산,noun
1245,survey,조사,noun
1246,supposed,추정된,adj
1247,tradition,전통,noun
1248,winter,겨울,noun
1249,village,마을,noun
1250,Soviet,옛 소련,adj
1251,refuse,거절하다,verb
1252,sales,매상,noun
1253,roll,롤,verb
1254,communication,의사소통,noun
1255,run,운영,noun
1256,screen,화면,noun
1257,gain,얻다,verb
1258,resident,거주자,noun
1259,hide,숨다,verb
1260,gold,금,noun
1261,club,클럽,noun
1262,future,미래,adj
1263,farm,농장,noun
1264,potential,잠재적인,adj
1265,increase,증가하다,noun
1266,middle,가운데,noun
1267,European,유럽 ​​사람,adj
1268,presence,있음,noun
1269,independent,독립적인,adj
1270,district,구역,noun
1271,shape,모양,noun
1272,reader,리더,noun
1273,Ms,MS,noun
1274,contract,계약,noun
1275,crowd,군중,noun
1276,Christian,신자,adj
1277,express,표현하다,verb
1278,apartment,아파트,noun
1279,willing,자발적인,adj
1280,strength,힘,noun
1281,previous,이전,adj
1282,band,밴드,noun
1283,obviously,확실히,adv
1284,horse,말,noun
1285,interested,관심 있는,adj
1286,target,표적,noun
1287,prison,감옥,noun
1288,ride,타다,verb
1289,guard,경비원,noun
1290,terms,자귀,prep
1291,demand,수요,noun
1292,reporter,보고자,noun
1293,deliver,배달,verb
1294,text,텍스트,noun
1295,share,공유하다,noun
1296,tool,도구,noun
1297,wild,야생의,adj
1298,vehicle,차량,noun
1299,observe,관찰하다,verb
1300,flight,비행,noun
1301,inside,내부에,adv
1302,facility,시설,noun
1303,understanding,이해,noun
1304,average,평균,adj
1305,emerge,알려지다,verb
1306,advantage,이점,noun
1307,quick,빠른,adj
1308,light,빛,adj
1309,leadership,지도,noun
1310,earn,벌다,verb
1311,pound,파운드,noun
1312,basis,기초,noun
1313,bright,밝은,adj
1314,operate,작동하다,verb
1315,guest,손님,noun
1316,sample,견본,noun
1317,contribute,기여하다,verb
1318,tiny,매우 작은,adj
1319,block,차단하다,noun
1320,protection,보호,noun
1321,settle,해결하다,verb
1322,feed,밥을 먹이다,verb
1323,collect,수집,verb
1324,additional,추가의,adj
1325,while,동안,noun
1326,highly,고도로,adv
1327,identity,신원,noun
1328,title,제목,noun
1329,mostly,주로,adv
1330,lesson,수업,noun
1331,faith,믿음,noun
1332,river,강,noun
1333,promote,홍보하다,verb
1334,living,생활,noun
1335,present,현재,adj
1336,count,세다,verb
1337,unless,~하지 않는 한,conj
1338,marry,결혼하다,verb
1339,tomorrow,내일,adv
1340,technique,기술,noun
1341,path,길,noun
1342,ear,귀,noun
1343,shop,가게,noun
1344,folk,사람들,noun
1345,order,주문하다,verb
1346,principle,원칙,noun
1347,survive,생존하다,verb
1348,lift,승강기,verb
1349,border,국경,noun
1350,competition,경쟁,noun
1351,jump,도약,verb
1352,gather,모으다,verb
1353,limit,한계,verb
1354,fit,맞다,verb
1355,claim,주장하다,noun
1356,cry,울다,verb
1357,equipment,장비,noun
1358,worth,가치,prep
1359,associate,연관짓다,verb
1360,critic,비평가,noun
1361,warm,따뜻한,adj
1362,aspect,측면,noun
1363,result,결과,verb
1364,insist,주장하다,verb
1365,failure,실패,noun
1366,annual,연간,adj
1367,French,프랑스 국민,adj
1368,Christmas,크리스마스,noun
1369,comment,논평,noun
1370,responsible,책임이 있는,adj
1371,affair,일,noun
1372,approach,접근하다,verb
1373,until,~까지,prep
1374,procedure,절차,noun
1375,regular,정기적인,adj
1376,spread,확산,verb
1377,chairman,의장,noun
1378,baseball,야구,noun
1379,soft,부드러운,adj
1380,ignore,무시하다,verb
1381,egg,계란,noun
1382,measure,측정하다,verb
1383,belief,믿음,noun
1384,demonstrate,입증하다,verb
1385,anybody,아무도,pron
1386,murder,살인,noun
1387,gift,선물,noun
1388,religion,종교,noun
1389,review,검토,noun
1390,editor,편집자,noun
1391,past,과거,prep
1392,engage,관계를 맺다,verb
1393,coffee,커피,noun
1394,document,문서,noun
1395,speed,속도,noun
1396,cross,십자가,verb
1397,influence,영향,noun
1398,anyway,그래도,adv
1399,threaten,위협,verb
1400,commit,저지르다,verb
1401,female,여자,adj
1402,youth,청소년,noun
1403,wave,파도,noun
1404,move,이동하다,noun
1405,afraid,두려워하는,adj
1406,quarter,4분의 1,noun
1407,background,배경,noun
1408,native,토종의,adj
1409,broad,넓은,adj
1410,wonderful,아주 멋진,adj
1411,deny,부인하다,verb
1412,apparently,보기에,adv
1413,slightly,약간,adv
1414,reaction,반응,noun
1415,twice,두 배,adv
1416,suit,정장,noun
1417,perspective,관점,noun
1418,growing,성장,adj
1419,blow,불다,verb
1420,construction,건설,noun
1421,kind,친절한,adv
1422,intelligence,지능,noun
1423,destroy,파괴하다,verb
1424,cook,요리하다,verb
1425,connection,연결,noun
1426,charge,요금,verb
1427,burn,불타다,verb
1428,shoe,구두,noun
1429,view,보다,verb
1430,grade,등급,noun
1431,context,문맥,noun
1432,committee,위원회,noun
1433,hey,야,u
1434,mistake,실수,noun
1435,focus,집중하다,noun
1436,smile,웃다,noun
1437,location,위치,noun
1438,clothes,옷,noun
1439,Indian,인도 사람,adj
1440,quiet,조용한,adj
1441,dress,드레스,verb
1442,promise,약속하다,verb
1443,aware,알고 있는,adj
1444,neighbor,이웃,noun
1445,complete,완벽한,adj
1446,drive,운전하다,noun
1447,function,기능,noun
1448,bone,뼈,noun
1449,active,활동적인,adj
1450,extend,연장하다,verb
1451,chief,셰프,adj
1452,average,평균,noun
1453,combine,결합시키다,verb
1454,wine,와인,noun
1455,below,아래에,adv
1456,cool,시원한,adj
1457,voter,유권자,noun
1458,mean,평균,noun
1459,demand,수요,verb
1460,learning,학습,noun
1461,bus,버스,noun
1462,hell,지옥,noun
1463,dangerous,위험한,adj
1464,remind,상기시키다,verb
1465,moral,도의적인,adj
1466,United,연합,adj
1467,category,범주,noun
1468,relatively,비교적,adv
1469,victory,승리,noun
1470,key,열쇠,noun
1471,academic,학생,adj
1472,visit,방문,noun
1473,Internet,인터넷,noun
1474,healthy,건강한,adj
1475,fire,불,verb
1476,negative,부정적인,adj
1477,following,수행원,adj
1478,historical,역사적인,adj
1479,medicine,약,noun
1480,tour,관광,noun
1481,depend,의존하다,verb
1482,photo,사진,noun
1483,finding,발견,noun
1484,grab,붙잡다,verb
1485,direct,직접,adj
1486,classroom,교실,noun
1487,contact,연락하다,noun
1488,justice,정당성,noun
1489,participate,참가하다,verb
1490,daily,일일,adj
1491,fair,공정한,adj
1492,pair,쌍,noun
1493,famous,유명한,adj
1494,exercise,연습,noun
1495,knee,무릎,noun
1496,flower,꽃,noun
1497,tape,줄자,noun
1498,hire,고용하다,verb
1499,familiar,친숙한,adj
1500,appropriate,적절한,adj
1501,supply,공급,noun
1502,fully,충분히,adv
1503,cut,자르다,noun
1504,will,~ 할 것이다,noun
1505,actor,배우,noun
1506,birth,출생,noun
1507,search,검색,noun
1508,tie,묶다,verb
1509,democracy,민주주의,noun
1510,eastern,동부,adj
1511,primary,일 순위,adj
1512,yesterday,어제,adv
1513,circle,원,noun
1514,device,장치,noun
1515,progress,진전,noun
1516,next,다음,prep
1517,front,앞쪽,noun
1518,bottom,맨 아래,noun
1519,island,섬,noun
1520,exchange,교환,noun
1521,clean,깨끗한,adj
1522,studio,사진관,noun
1523,train,기차,verb
1524,lady,숙녀,noun
1525,colleague,동료,noun
1526,application,신청,noun
1527,neck,목,noun
1528,lean,기대다,verb
1529,damage,손상,noun
1530,plastic,플라스틱,noun
1531,tall,키가 큰,adj
1532,plate,그릇,noun
1533,hate,싫어하다,verb
1534,otherwise,그렇지 않으면,adv
1535,writing,글쓰기,noun
1536,press,누르다,verb
1537,male,남성,adj
1538,start,시작,noun
1539,alive,살아 있는,adj
1540,expression,표현,noun
1541,football,축구,noun
1542,intend,의도하다,verb
1543,attack,공격,verb
1544,chicken,닭,noun
1545,army,군대,noun
1546,abuse,남용,noun
1547,theater,극장,noun
1548,shut,닫다,verb
1549,map,지도,noun
1550,extra,추가의,adj
1551,session,세션,noun
1552,danger,위험,noun
1553,welcome,환영하다,verb
1554,domestic,국내의,adj
1555,lots,많이,pron
1556,literature,문학,noun
1557,rain,비,noun
1558,desire,욕구,noun
1559,assessment,평가,noun
1560,injury,부상,noun
1561,respect,존경,noun
1562,northern,북부 사투리,adj
1563,nod,목례,verb
1564,paint,페인트,verb
1565,fuel,연료,noun
1566,leaf,잎,noun
1567,direct,직접,verb
1568,dry,마른,adj
1569,Russian,러시아인,adj
1570,instruction,지침,noun
1571,fight,싸움,noun
1572,pool,수영장,noun
1573,climb,오르다,verb
1574,sweet,달콤한,adj
1575,lead,선두,noun
1576,engine,엔진,noun
1577,fourth,네번째,m
1578,salt,소금,noun
1579,expand,확장하다,verb
1580,importance,중요성,noun
1581,metal,금속,noun
1582,fat,지방,noun
1583,ticket,티켓,noun
1584,software,소프트웨어,noun
1585,disappear,사라지다,verb
1586,corporate,기업,adj
1587,strange,이상한,adj
1588,lip,말뿐인,noun
1589,reading,독서,noun
1590,urban,도시의,adj
1591,mental,정신적인,adj
1592,increasingly,더욱 더,adv
1593,lunch,점심,noun
1594,educational,교육적인,adj
1595,somewhere,어딘가에,adv
1596,farmer,농장주,noun
1597,above,~ 위에,adv
1598,sugar,설탕,noun
1599,planet,행성,noun
1600,favorite,가장 좋아하는,adj
1601,explore,탐구하다,verb
1602,obtain,얻다,verb
1603,enemy,적,noun
1604,greatest,가장 큰,adj
1605,complex,복잡한,adj
1606,surround,둘러 싸다,verb
1607,athlete,운동 선수,noun
1608,invite,초대,verb
1609,repeat,반복하다,verb
1610,carefully,주의하여,adv
1611,soul,영혼,noun
1612,scientific,과학,adj
1613,impossible,불가능한,adj
1614,panel,패널,noun
1615,meaning,의미,noun
1616,mom,엄마,noun
1617,married,기혼,adj
1618,alone,홀로,adj
1619,instrument,기구,noun
1620,predict,예측하다,verb
1621,weather,날씨,noun
1622,presidential,대통령,adj
1623,emotional,감정적인,adj
1624,commitment,약속,noun
1625,Supreme,최고,adj
1626,bear,곰,verb
1627,pocket,포켓,noun
1628,thin,얇은,adj
1629,temperature,온도,noun
1630,surprise,놀라다,noun
1631,poll,투표,noun
1632,proposal,제안,noun
1633,consequence,결과,noun
1634,half,반,noun
1635,breath,호흡,noun
1636,sight,시력,noun
1637,cover,씌우다,noun
1638,balance,균형,noun
1639,adopt,입양하다,verb
1640,minority,소수,noun
1641,straight,똑바로,adv
1642,attempt,시도,verb
1643,connect,연결하다,verb
1644,works,공장,noun
1645,teaching,가르치는,noun
1646,belong,제자리에 있다,verb
1647,aid,지원,noun
1648,advice,조언,noun
1649,okay,좋아요,adv
1650,photograph,사진,noun
1651,empty,비어 있는,adj
1652,regional,지역,adj
1653,trail,자취,noun
1654,novel,소설,noun
1655,code,암호,noun
1656,somehow,어떻게든,adv
1657,organize,정리하다,verb
1658,jury,배심,noun
1659,breast,가슴,noun
1660,Iraqi,사람,adj
1661,human,인간,noun
1662,acknowledge,인정하다,verb
1663,theme,주제,noun
1664,storm,폭풍,noun
1665,union,노동 조합,noun
1666,record,기록,verb
1667,desk,책상,noun
1668,fear,두려움,verb
1669,thanks,감사해요,noun
1670,fruit,과일,noun
1671,under,아래에,adv
1672,expensive,값비싼,adj
1673,yellow,노란색,adj
1674,conclusion,결론,noun
1675,prime,초기,adj
1676,shadow,그림자,noun
1677,struggle,고심하다,verb
1678,conclude,끝내다,verb
1679,analyst,분석자,noun
1680,dance,춤,noun
1681,limit,한계,noun
1682,like,처럼,adj
1683,regulation,규제,noun
1684,being,존재,noun
1685,last,마지막,verb
1686,ring,반지,noun
1687,largely,크게,adv
1688,shift,옮기다,verb
1689,revenue,수익,noun
1690,mark,표시,verb
1691,locate,위치하고 있다,verb
1692,county,군,noun
1693,appearance,모습,noun
1694,package,패키지,noun
1695,difficulty,어려움,noun
1696,bridge,다리,noun
1697,recommend,추천하다,verb
1698,obvious,분명한,adj
1699,train,기차,noun
1700,basically,원래,adv
1701,e-mail,이메일,noun
1702,generate,생성하다,verb
1703,anymore,더 이상,adv
1704,propose,제안하십시오,verb
1705,thinking,생각,noun
1706,possibly,혹시,adv
1707,trend,경향,noun
1708,visitor,방문객,noun
1709,loan,대출,noun
1710,currently,현재,adv
1711,comfortable,편안한,adj
1712,investor,투자자,noun
1713,but,하지만,prep
1714,profit,이익,noun
1715,angry,화난,adj
1716,crew,승무원,noun
1717,deep,깊은,adv
1718,accident,사고,noun
1719,male,남성,noun
1720,meal,식사,noun
1721,hearing,듣기,noun
1722,traffic,교통,noun
1723,muscle,근육,noun
1724,notion,개념,noun
1725,capture,포착,verb
1726,prefer,선호하다,verb
1727,truly,진심으로,adv
1728,earth,지구,noun
1729,Japanese,일본어,adj
1730,chest,가슴,noun
1731,search,검색,verb
1732,thick,두꺼운,adj
1733,cash,현금,noun
1734,museum,박물관,noun
1735,beauty,아름다움,noun
1736,emergency,비상,noun
1737,unique,독특한,adj
1738,feature,특징,verb
1739,internal,내부,adj
1740,ethnic,민족,adj
1741,link,링크,verb
1742,stress,스트레스,noun
1743,content,콘텐츠,noun
1744,select,고르다,verb
1745,root,뿌리,noun
1746,nose,코,noun
1747,declare,선언하다,verb
1748,outside,밖의,adv
1749,appreciate,고마워하다,verb
1750,actual,실제,adj
1751,bottle,병,noun
1752,hardly,거의 ~ 아니다,adv
1753,setting,환경,noun
1754,launch,시작하다,verb
1755,dress,드레스,noun
1756,file,파일,noun
1757,sick,아픈,adj
1758,outcome,결과,noun
1759,ad,기원 후,noun
1760,defend,지키다,verb
1761,matter,문제,verb
1762,judge,판사,verb
1763,duty,의무,noun
1764,sheet,시트,noun
1765,ought,영,verb
1766,ensure,보장하다,verb
1767,Catholic,가톨릭,adj
1768,extremely,극도로,adv
1769,extent,정도,noun
1770,component,요소,noun
1771,mix,혼합,verb
1772,long-term,장기간,adj
1773,slow,느린,adj
1774,contrast,차이,noun
1775,zone,존,noun
1776,wake,일어나 다,verb
1777,challenge,도전,verb
1778,airport,공항,noun
1779,chief,셰프,noun
1780,brown,갈색,adj
1781,standard,기준,adj
1782,shirt,셔츠,noun
1783,pilot,조종사,noun
1784,warn,경고하다,verb
1785,ultimately,궁극적으로,adv
1786,cat,고양이,noun
1787,contribution,기부금,noun
1788,capacity,용량,noun
1789,ourselves,우리 스스로,pron
1790,estate,사유지,noun
1791,guide,가이드,noun
1792,circumstance,상황,noun
1793,snow,눈,noun
1794,English,영어,adj
1795,politician,정치가,noun
1796,steal,훔치다,verb
1797,pursue,추구하다,verb
1798,slip,슬립,verb
1799,percentage,백분율,noun
1800,meat,고기,noun
1801,funny,재미있는,adj
1802,neither,어느 것도 아니다,adv
1803,soil,토양,noun
1804,influence,영향,verb
1805,surgery,수술,noun
1806,correct,옳은,adj
1807,Jewish,유대인,adj
1808,blame,탓하다,verb
1809,estimate,추정,verb
1810,due,~로 인한,prep
1811,basketball,농구,noun
1812,late,늦은,adv
1813,golf,골프,noun
1814,investigate,조사하다,verb
1815,crazy,미친,adj
1816,significantly,중요하게,adv
1817,chain,체인,noun
1818,address,주소,noun
1819,branch,나뭇가지,noun
1820,combination,콤비네이션,noun
1821,just,단지,adj
1822,frequently,자주,adv
1823,governor,지사,noun
1824,relief,안도,noun
1825,user,사용자,noun
1826,dad,아빠,noun
1827,kick,발 차기,verb
1828,part,부분,adv
1829,manner,방법,noun
1830,ancient,고대의,adj
1831,silence,고요,noun
1832,rating,평가,noun
1833,golden,황금,adj
1834,motion,운동,noun
1835,German,독일 사람,adj
1836,gender,성별,noun
1837,solve,해결하다,verb
1838,fee,회비,noun
1839,landscape,풍경,noun
1840,used,사용된,adj
1841,bowl,그릇,noun
1842,equal,동일한,adj
1843,long,긴,conj
1844,official,공식적인,adj
1845,forth,앞으로,adv
1846,frame,액자,noun
1847,typical,전형적인,adj
1848,except,제외하고,prep
1849,conservative,보수적인,adj
1850,eliminate,제거하다,verb
1851,host,주최자,noun
1852,hall,홀,noun
1853,trust,신뢰하다,verb
1854,ocean,대양,noun
1855,score,점수,verb
1856,row,열,noun
1857,producer,생산자,noun
1858,afford,형편이되다,verb
1859,meanwhile,그 동안에,adv
1860,regime,정권,noun
1861,division,분할,noun
1862,confirm,확인하다,verb
1863,fix,고치다,verb
1864,appeal,항소,noun
1865,mirror,거울,noun
1866,tooth,이빨,noun
1867,smart,똑똑한,adj
1868,length,길이,noun
1869,entirely,전적으로,adv
1870,rely,의존하다,verb
1871,topic,주제,noun
1872,complain,불평하다,verb
1873,issue,문제,verb
1874,variable,변하기 쉬운,noun
1875,back,뒤,verb
1876,range,범위,verb
1877,telephone,전화,noun
1878,perception,지각,noun
1879,attract,끌어 들이다,verb
1880,confidence,신뢰,noun
1881,bedroom,침실,noun
1882,secret,비밀,noun
1883,debt,빚,noun
1884,rare,희귀한,adj
1885,his,그의,pron
1886,tank,탱크,noun
1887,nurse,간호사,noun
1888,coverage,적용 범위,noun
1889,opposition,반대,noun
1890,aside,곁에,adv
1891,anywhere,어딘가에,adv
1892,bond,노예,noun
1893,file,파일,verb
1894,pleasure,기쁨,noun
1895,master,주인,noun
1896,era,연대,noun
1897,requirement,요구 사항,noun
1898,check,확인하다,noun
1899,stand,서다,noun
1900,fun,재미있는,noun
1901,expectation,기대,noun
1902,wing,날개,noun
1903,separate,분리된,adj
1904,now,지금,conj
1905,clear,분명한,verb
1906,struggle,고심하다,noun
1907,mean,평균,adj
1908,somewhat,약간,adv
1909,pour,붓다,verb
1910,stir,휘젓다,verb
1911,judgment,심판,noun
1912,clean,깨끗한,verb
1913,except,제외하고,conj
1914,beer,맥주,noun
1915,English,영어,noun
1916,reference,참조,noun
1917,tear,눈물,noun
1918,doubt,의심,noun
1919,grant,승인하다,verb
1920,seriously,진지하게,adv
1921,account,계정,verb
1922,minister,장관,noun
1923,totally,완전히,adv
1924,hero,영웅,noun
1925,industrial,산업,adj
1926,cloud,구름,noun
1927,stretch,뻗기,verb
1928,winner,우승자,noun
1929,volume,용량,noun
1930,travel,여행하다,noun
1931,seed,씨앗,noun
1932,surprised,놀란,adj
1933,rest,쉬다,verb
1934,fashion,패션,noun
1935,pepper,후추,noun
1936,separate,분리된,verb
1937,busy,바쁘다,adj
1938,intervention,간섭,noun
1939,copy,복사,noun
1940,tip,팁,noun
1941,below,아래에,prep
1942,cheap,값이 싼,adj
1943,aim,겨냥하다,verb
1944,cite,인용하다,verb
1945,welfare,복지,noun
1946,vegetable,채소,noun
1947,gray,회색,adj
1948,dish,접시,noun
1949,beach,해변,noun
1950,improvement,개선,noun
1951,everywhere,어디에나,adv
1952,opening,열리는,noun
1953,overall,전반적인,adj
1954,divide,나누다,verb
1955,initial,초기의,adj
1956,terrible,끔찍한,adj
1957,oppose,대들다,verb
1958,contemporary,현대의,adj
1959,route,노선,noun
1960,multiple,다수의,adj
1961,essential,필수적인,adj
1962,question,의문,verb
1963,league,리그,noun
1964,criminal,범인,adj
1965,careful,주의 깊은,adj
1966,core,핵심,noun
1967,upper,높은,adj
1968,rush,서두르다,verb
1969,necessarily,반드시,adv
1970,specifically,구체적으로,adv
1971,tired,피곤한,adj
1972,rise,증가,noun
1973,tie,묶다,noun
1974,employ,고용,verb
1975,holiday,휴일,noun
1976,dance,춤,verb
1977,vast,대단한,adj
1978,resolution,해결,noun
1979,household,가정,noun
1980,fewer,보다 적은,det
1981,abortion,낙태,noun
1982,apart,따로,adv
1983,witness,증인,noun
1984,match,성냥,verb
1985,barely,간신히,adv
1986,sector,부문,noun
1987,representative,대표,noun
1988,lack,부족,verb
1989,beneath,~ 아래에,prep
1990,beside,옆에,prep
1991,black,검은색,noun
1992,incident,사건,noun
1993,limited,제한된,adj
1994,proud,자랑스러운,adj
1995,flow,흐름,noun
1996,faculty,학부,noun
1997,increased,증가,adj
1998,waste,쓰레기,noun
1999,merely,그저,adv
2000,mass,대량의,noun
2001,emphasize,강조하다,verb
2002,experiment,실험,noun
2003,definitely,분명히,adv
2004,bomb,폭탄,noun
2005,enormous,막대한,adj
2006,tone,음정,noun
2007,liberal,선심 쓰는,adj
2008,massive,엄청난,adj
2009,engineer,엔지니어,noun
2010,wheel,바퀴,noun
2011,female,여자,noun
2012,decline,감소,verb
2013,invest,투자하다,verb
2014,promise,약속하다,noun
2015,cable,케이블,noun
2016,towards,...쪽으로,prep
2017,expose,폭로하다,verb
2018,rural,시골의,adj
2019,AIDS,보조기구,noun
2020,Jew,유태인,noun
2021,narrow,좁은,adj
2022,cream,크림,noun
2023,secretary,비서,noun
2024,gate,문,noun
2025,solid,단단한,adj
2026,hill,언덕,noun
2027,typically,일반적으로,adv
2028,noise,소음,noun
2029,grass,잔디,noun
2030,unfortunately,안타깝게도,adv
2031,hat,모자,noun
2032,legislation,법률 제정,noun
2033,succeed,성공하십시오,verb
2034,either,어느 하나,det
2035,celebrate,축하하다,verb
2036,achievement,성취,noun
2037,fishing,어업,noun
2038,drink,마시다,noun
2039,accuse,고발하다,verb
2040,hand,손,verb
2041,useful,유용한,adj
2042,land,나라,verb
2043,secret,비밀,adj
2044,reject,거부하다,verb
2045,talent,재능,noun
2046,taste,맛,noun
2047,characteristic,특성,noun
2048,milk,우유,noun
2049,escape,탈출하다,verb
2050,cast,깁스,verb
2051,sentence,문장,noun
2052,unusual,특이한,adj
2053,closely,면밀히,adv
2054,convince,확신시키다,verb
2055,height,키,noun
2056,physician,내과 의사,noun
2057,assess,평가하다,verb
2058,sleep,잠,noun
2059,plenty,풍부한,pron
2060,ride,타다,noun
2061,virtually,사실상,adv
2062,first,첫 번째,adv
2063,addition,덧셈,prep
2064,sharp,날카로운,adj
2065,creative,창의적인,adj
2066,lower,낮추다,verb
2067,behind,뒤에,adv
2068,approve,승인하다,verb
2069,explanation,설명,noun
2070,outside,밖의,adj
2071,gay,게이,adj
2072,campus,교정,noun
2073,proper,적절한,adj
2074,live,라이브,adj
2075,guilty,죄책감이 드는,adj
2076,living,생활,adj
2077,acquire,습득하다,verb
2078,compete,경쟁하다,verb
2079,technical,전문인,adj
2080,plus,...을 더한,prep
2081,mind,정신,verb
2082,potential,잠재적인,noun
2083,immigrant,이민,noun
2084,weak,약한,adj
2085,illegal,불법적인,adj
2086,hi,안녕,u
2087,alternative,대안,noun
2088,interaction,상호 작용,noun
2089,column,열,noun
2090,personality,인격,noun
2091,signal,신호,noun
2092,curriculum,과정,noun
2093,list,목록,verb
2094,honor,명예,noun
2095,passenger,승객,noun
2096,assistance,보조,noun
2097,forever,영원히,adv
2098,fun,재미있는,adj
2099,regard,관심,verb
2100,Israeli,이스라엘 인,adj
2101,association,협회,noun
2102,twenty,이십,m
2103,knock,노크,verb
2104,review,검토,verb
2105,wrap,포장하다,verb
2106,lab,랩,noun
2107,offer,권하다,noun
2108,display,표시하다,verb
2109,criticism,비판,noun
2110,asset,유산,noun
2111,depression,우울증,noun
2112,spiritual,영적인,adj
2113,musical,뮤지컬,adj
2114,journalist,기자,noun
2115,prayer,기도,noun
2116,suspect,의심하다,verb
2117,scholar,학자,noun
2118,warning,경고,noun
2119,climate,기후,noun
2120,cheese,치즈,noun
2121,observation,관찰,noun
2122,childhood,어린 시절,noun
2123,payment,지불,noun
2124,sir,선생님,noun
2125,permit,허용하다,verb
2126,cigarette,담배,noun
2127,definition,정의,noun
2128,priority,우선 순위,noun
2129,bread,빵,noun
2130,creation,창조,noun
2131,graduate,졸업하다,noun
2132,request,요구,noun
2133,emotion,감정,noun
2134,scream,비명,verb
2135,dramatic,극적인,adj
2136,universe,우주,noun
2137,gap,갭,noun
2138,excellent,훌륭한,adj
2139,deeply,깊이,adv
2140,prosecutor,수행자,noun
2141,mark,표시,noun
2142,green,초록,noun
2143,lucky,운이 좋은,adj
2144,drag,견인,verb
2145,airline,공기 호스,noun
2146,library,도서관,noun
2147,agenda,안건,noun
2148,recover,다시 덮다,verb
2149,factory,공장,noun
2150,selection,선택,noun
2151,primarily,주로,adv
2152,roof,지붕,noun
2153,unable,할 수 없는,adj
2154,expense,비용,noun
2155,initiative,계획,noun
2156,diet,다이어트,noun
2157,arrest,체포,verb
2158,funding,자금,noun
2159,therapy,요법,noun
2160,wash,씻다,verb
2161,schedule,일정,noun
2162,sad,슬퍼,adj
2163,brief,짧은,adj
2164,housing,주택,noun
2165,post,게시하다,noun
2166,purchase,구입,verb
2167,existing,기존의,adj
2168,dark,어두운,noun
2169,steel,강철,noun
2170,regarding,~에 관하여,prep
2171,shout,외침,verb
2172,remaining,남아 있습니다,adj
2173,visual,시각,adj
2174,fairly,꽤,adv
2175,chip,칩,noun
2176,violent,폭력적인,adj
2177,silent,조용한,adj
2178,suppose,가정하다,verb
2179,self,본인,noun
2180,bike,자전거,noun
2181,tea,차,noun
2182,perceive,인식하다,verb
2183,comparison,비교,noun
2184,settlement,합의,noun
2185,layer,층,noun
2186,planning,계획,noun
2187,far,멀리,conj
2188,description,설명,noun
2189,later,나중에,adj
2190,slow,느린,verb
2191,slide,미끄러지 다,verb
2192,widely,넓게,adv
2193,wedding,혼례,noun
2194,inform,알리다,verb
2195,portion,부분,noun
2196,territory,영토,noun
2197,immediate,즉각적인,adj
2198,opponent,상대,noun
2199,abandon,버리다,verb
2200,link,링크,noun
2201,mass,대량의,adj
2202,lake,호수,noun
2203,transform,변환,verb
2204,tension,긴장,noun
2205,display,표시하다,noun
2206,leading,주요한,adj
2207,bother,신경 쓰다,verb
2208,consist,이루어져 있다,verb
2209,alcohol,술,noun
2210,enable,~할 수 있게 하다,verb
2211,bend,굽히다,verb
2212,saving,절약,noun
2213,gain,얻다,noun
2214,desert,사막,noun
2215,shall,~일 것이다,verb
2216,error,오류,noun
2217,release,풀어 주다,noun
2218,cop,순경,noun
2219,Arab,아라비아 사람,adj
2220,double,더블,adj
2221,walk,걷다,noun
2222,sand,모래,noun
2223,Spanish,스페인의,adj
2224,rule,규칙,verb
2225,hit,때리다,noun
2226,print,인쇄,noun
2227,preserve,보존하다,verb
2228,passage,통로,noun
2229,formal,공식적인,adj
2230,transition,이행,noun
2231,existence,존재,noun
2232,album,앨범,noun
2233,participation,참여,noun
2234,arrange,마련하다,verb
2235,atmosphere,대기,noun
2236,joint,관절,adj
2237,reply,댓글,verb
2238,cycle,주기,noun
2239,opposite,반대,adj
2240,lock,자물쇠,verb
2241,whole,전부의,noun
2242,deserve,~ 받을 만하다,verb
2243,consistent,일관된,adj
2244,resistance,저항,noun
2245,discovery,발견,noun
2246,tear,눈물,verb
2247,exposure,노출,noun
2248,pose,포즈,verb
2249,stream,개울,noun
2250,sale,판매,noun
2251,trust,신뢰하다,noun
2252,benefit,혜택,verb
2253,pot,냄비,noun
2254,grand,멋진,adj
2255,mine,나의 것,pron
2256,hello,안녕하세요,u
2257,coalition,연합,noun
2258,tale,이야기,noun
